mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5.2556960105896,0.06599707614139903,0.16486744880676268,0.009108879228247506,2,{'max_depth': 2},-15.274200396567686,-14.53871072854243,-15.094506095544729,-14.51232885783714,-14.424223651246047,-14.768793945947607,0.34611136966742695,5,-14.640676797701872,-14.823503451709442,-14.685424755929986,-14.830786357763666,-14.853448594625094,-14.766767991546013,0.08642511411483583
7.288345909118652,0.046149003140581554,0.2050199031829834,0.017966827821385277,3,{'max_depth': 3},-15.26571787159834,-14.533152096613183,-15.08784300652829,-14.506218350202502,-14.412827289920566,-14.761151722972576,0.3463001466714301,3,-14.6323065805653,-14.813679357915504,-14.674756282767197,-14.820312017896876,-14.843898778339776,-14.75699060349693,0.08612181643921539
9.710015726089477,0.5469633732268905,0.28783082962036133,0.05859640661755164,4,{'max_depth': 4},-15.263671375150482,-14.532514345623365,-15.087630496531848,-14.504791494605792,-14.411708179534536,-14.760063178289204,0.34618344062709283,2,-14.625403798693375,-14.805765965260681,-14.666202869320081,-14.81307903826875,-14.836050076306513,-14.749300349569882,0.08606642611300801
12.932879734039307,0.6846232611352125,0.26485447883605956,0.010766444532132593,5,{'max_depth': 5},-15.26001252634026,-14.531804539014875,-15.0878169225569,-14.505445396582191,-14.413734649815702,-14.759762806861982,0.34474543860146695,1,-14.616527814929805,-14.795519058326429,-14.65580221554284,-14.80424259136544,-14.826072810314189,-14.73963289809574,0.08596741083997472
11.401343154907227,2.378381820575255,0.22857065200805665,0.01982522168552346,6,{'max_depth': 6},-15.26037690845166,-14.5362397489069,-15.090406857823242,-14.508930512799113,-14.416461777906518,-14.762483161177485,0.3436969476654735,4,-14.606560627197155,-14.782843085656383,-14.643853589467687,-14.793548411904844,-14.814492948079439,-14.728259732461101,0.08557241469363494
